noxchi,russian
"сов. (о солнце) къага; перен. декхадала, декхаделла хила.",просиять
сов. в разн. знач. хаам бан.,просигнализировать
просеяться,сов. ласадала.
ворданан некъ.,просёлок
просека,ирзу.
дешна хилар.,просвещённость
с мед. чекхтохар.,просвечивание
серладаьлла хилар.,просветлённость
"с прям. и перен. серладаккхар, серладалар.",просветление
просветиться,сов. серладала.
с серладаккхар.,просветительство
"сов., кого, уст. маре яла, захало дан.",просватать
ехна.,просватанная
"сов. хьакхар дала, хьакхар кхета.",просалиться
"сов., что хьакхар (или дума) хьакха.",просалить
сов. г1алх ала.,прорычать
прорубь,1уьрг.
прорубать,"несов., прорубить сов., что даккха."
"сов., что хиндерг схьадийца (или ала).",пророчить
пророчество,с 1) рел. пайхамаралла 2) (предсказание) шайхалла.
пророк,"1) рел. пайхамар, элча 2) (предсказатель) шайх."
с хиндерг дийцар (или хаар).,прорицание
сов. тарса.,проржать
"сов. мекхадола, мекха лаца.",проржаветь
"сов., что рецензи яла (или язъян).",прорецензировать
1) (дыра) 1уьрг 2) перен. разг. (недостаток) кхачамбацар 3) (разрез у брюк) чет.,прореха
"сов., что репетици ян, шардан.",прорепетировать
проректор.,проректор
"несов., прорезинить сов., что резина эян.",прорезинивать
прорез,"1. (действие) хадор 2. (прорезанное место) хадор, хадийна меттиг."
"сов., на что реакци ян, тидам бан.",прореагировать
"с далийтар, далар.",проращивание
"несов., прорасти сов. 1) (дать росток) дала; картофель пророс - картолаш евлла; семена проросли - х1у даьлла 2) сквозь что (пробиться) т1едала; сквозь камни проросла трава - буц т1улгаш юккъехула т1еяьлла.",прорастать
проработка,1) (изучение) 1амор 2) (критика) болх яр.
сов. ченах дуза.,пропылиться
"сов., кого-что ченах дуза.",пропылить
"сов. 1) (сильно вспотеть) хьацарша дуза; (стать влажным от пота) хьацар дала 2) над чем, перен., прост. (протрудиться) далла.",пропотеть
пропорциональни хилар.,пропорциональность
асар дар.,прополка
прополис,(клей пчелиный) шалмаз.
проползти,сов. схьатакха (к говооящему); д1атакха (от гсаорящего); хьалатакха (вверх); охьатакха (вниз); чутакха (внутрь).
сов. (какое-л. время) текха.,проползать
прост. маларча.,пропойца
"1) рел. дин кхайкхор 2) перен., чего кхайкхор.",проповедь
проповедник,рел. и перен. кхайкхорхо.
сов. хелхар дан; (исполнить танец) тж. хелхадала; (некоторое время) тж. хелхадийла.,проплясать
сов. ц1овза.,пропищать
пропитка,"1. (действие) чудолийтар 2. (состав, которым пропитывают) чуйоьлларг."
2 сов. уст. (прокормиться) кхабадала.,пропитаться
с уст. юург.,пропитание
сов. т1еяздала.,прописаться
сов. даттадала; хлеб пропёкся - бепиг даттаделла.,пропечься
"сов., что даттадалийта.",пропечь
"несов., проперчить сов., что бурч дукха тоха, дукха к1одан.",проперчивать
пропеллер,"бера, пиллиг."
яккъашъюхург.,пропашник
ахар.,пропашка
"сов., что 1аь тоха.",пропарить
пропажа,1. (исчезновение) дар 2. (пропавший предмет) дайнарг.
"несов., что пропаганда ян.",пропагандировать
пронять,"сов., кого-что, разг. 1) (пронизать, прохватить) дола; мороз пронял его - шело йоьлла цунах 2) перен. (сильно подействовать) кхета; горе проняло его - балано кхетийна и; его ничем не проймёшь - и х1уъа а дича а кхетар вац."
"сов., пронюхивать несов., что, разг. хьожа кхета, хаадала.",пронюхать
проноситься,2 сов. 1) (некоторое время — об одежде) лела 2) (износиться) доха.
сов. 1) кого-что (какое-л. время) кхехьа; (одежду) лело 2) (износить) дохо.,проносить
(наблюдательность) тидамалла; (предвидение) шайхалла.,проницательность
чудулуш хилар.,проникновенность
"сов. 1) (промчаться) т1ехтила 2) (о времени) д1атила; пронёсся день - де д1атили 3) (стать слышным) хаза; (распространиться) эккха, дала; пронёсся слух - хабар дели.",пронестись
сов. 1аха.,промяукать
"сов., что, разг. г1ам-г1им дан.",промямлить
долахо.,промышленник
сов. 1аха.,промычать
"сов. 1азапехь далла, 1азап латта.",промучиться
"сов. , кого 1азапехь далло, 1азап латто.",промучить
"сов. воха, х1аллакьхила.",промотаться
"сов. , кого-что, прост. (упустить) т1ехдалийта, д1адахийта.",проморгать
"сов. 1) (не ответить) дист ца хила, къамел ца дан 2) (некоторое время) вист ца хила.",промолчать
промокнуть,"сов., что (просушить промокашкой) дакъо."
разг. шекъадакъорг.,промокашка
хин хьех.,промоина
"сов., что кего, кегадан.",промешать
сов. хьен.,промесить
анат. г1ашъюкъ.,промежность
"несов., промахнуться сов.1)(при выстреле и т.п.) д1а ца кхета 2) перен. (ошибиться) г1алато яла.",промахиваться
"сов. хьакхар кхета, хьакхарх дола (или дуза).",промаслиться
"сов., что даьтта (или хьакхар) хьакха (или тоха), хьакхарша дуза.",промаслить
сов. эскархойха даха.,промаршировать
"сов. 1) что (смазать тщательно) хьакха 2) что (замазать все щели) д1адукъа, д1ахьаха 3) прост. (промахнуться) ца кхета, д1а ца кхета.",промазать
"пром- , мас.: промкомбинат - промкомбинат.",пром
пролысина,разг. 1) (лысина) к1унзал 2) (белое пятно на лбу животного) к1айдарг; сет (у лошади).
"сов. кагдала, доха.",проломиться
"сов. кегдала, доха.",проломаться
"сов., что (ломая, пробить) кегдан, дохо.",проломать
пролог,пролог.
пролив,хидоькъе.
"сов. и несов., кого пролетари ван.",пролетаризировать
пролетаризаци.,пролетаризация
пролетариат.,пролетариат
"сов., что бур-бур ала.",пролепетать
мед. мажардолар.,пролежень
сов. лата.,пролаять
прокурор.,прокурор
"сов. (о кукушке) атйокх ала, кхайкха.",прокуковать
сов. кхайкха.,прокукарекать
"сов., прокручивать несов., что лакха, хьовзо.",прокрутить
сов. гонаш баха.,прокружить
"сов., что мохь тоха; (о петухе) кхайкха.",прокричать
прокрасться,сов. тебна т1едаха.
сов. басар хила.,прокраситься
прокрасить,"сов., что басар дан."
прокос,кес.
"сов., кого кхаба, дао.",прокормить
прокоптиться,сов. 1) (стать копчёным) кхагадала 2) разг. (загрязниться копотью) к1урз билла.
прокоптить,"сов., что 1) (подвергнуть копчению) кхаго 2) разг. (загрязнить копотью) к1урз билла."
прокопаться,сов. разг. (долго копаться) кего.
"сов., кого-что контроль ян, т1схьажа, тергонехь латто.",проконтролировать
"сов., кого консультаци яла, кхето.",проконсультировать
проконспектировать,"сов., что конспект х1отто."
"сов., что д1адукъа, д1акъовла.",проконопатить
"сов., что комментареш ян (или яла, или кхето).",прокомментировать
сов. разг. астаг1лелхаш даха.,проковылять
сов. разг. 1) (о птенце) з1ок тоха 2) перен. (прорасти) т1екъада.,проклюнуться
"1. клей хьакхар 2. (то, что проклеено) клей хьаькхнарг.",проклейка
"несов., проклеить сов., что клей хьакха.",проклеивать
"несов., прокиснуть сов. (закваситься) дата; (испортиться) мустдала; молоко прокисло- шура етта; суп прокис - чорпа мустъелла.",прокисать
прокипятить,"сов., что кхехко, кхихкина далийта."
прокашляться,сов. йовхарш тоха.
"прокатхо, кечдархо.",прокатчик
тех. кечдар.,прокатка
сов. (кататься в течение какого-л. времени) хехкадала.,прокататься
сов. 1аха; къа-къа ала.,прокаркать
"сов. прост. таьжгенаш лело, далла.",проканителиться
сов. дахчадала.,прокалиться
1 ж мед. проказа.,проказа
пхьош дуьллийла.,пройма
"и ж, разг. каделча.",пройдоха
"сов., кого-что (какое-л. время) леха, лоьхуш 1ан, лоьхуш лела.",проискать
"сов., кого-что хаам бан.",проинформировать
"сов., кого интервью яла.",проинтервьюировать
"сов., что иллюстраци ян; (снабдить рисунками) тж. суьрташ дахка; (пояснить наглядно) тж. гайта.",проиллюстрировать
сов. т1едала.,произрасти
с т1едалар.,произрастание
"проигрыватель, пластинкашлокхург.",проигрыватель
с (на инструменте) лакхар.,проигрывание
сов. разг. шелдала; я страшно прозяб - со ч1ог1а шелвелла.,прозябнуть
с эрна даллар.,прозябание
прозреть,"сов. 1) (стать зрячим) б1аьрса дан, са ган 2) перен. (начать понимать) кхета."
с 1) (о зрении) б1аьрса дар 2) перен. (проникновение разумом) кхетар.,прозрение
"1) чекх са гуш хилар 2) (чистота — воздуха, воды) хьаьъна хилар.",прозрачность
хиндерг гар (или хаар).,прозорливость
прозондировать,"сов., что галла."
"сов., что, о чём, прост. хаа, хаадала.",прознать
сов. 1а даккха.,прозимовать
сеналла.,прозелень
"сов., кого-что т1ехдалийта, д1адахийта.",прозевать
прозаик.,прозаик
сутаралла.,прожорливость
"1) (в камне, дереве) моха 2) (жилка) пха.",прожилка
с хиндоцург лелор.,прожектёрство
"ойланхо, прожектёр.",прожектёр
"сов., прожёвывать несов., что 1овша.",прожевать
сов. кхарзадала.,прожариться
мат. проекци.,проекция
проектор.,проектор
проект х1оттор.,проектировка
"сов. 1) (провести время в езде) д1асаэха, д1асалела 2) что (израсходовать на проезд) д1асалелаш дайа.",проездить
"сов., что, разг. 1уьргаш дан, 1уьргаш даха.",продырявить
сов. к1уьрах дуза.,продымиться
"сов., что к1уьрах дуза.",продымить
"1уьрг, кор.",продушина
"беркате хилар, пайде хилар.",продуктивность
сов. наб озийна 1ан; дижна диса.,продремать
"с даар-малар, кхача.",продовольствие
продиктовать,"сов., что 1) (для записи) д1адеша, д1аала 2) перен. (предписать, определить) т1едожо."
"сов., что и без доп. дайдан, йораха дохка, мах лахабаккха.",продешевить
с с.-х. нилхадаккхар.,продёргивание
"сов., кого-что кому д1агайта; (говорящему) схьагайта.",продемонстрировать
"сов., что д1адеша, декламаци д1аеша.",продекламировать
"сов., что дезинфекци ян, молханаш тоха.",продезинфицировать
"тешамза хилар, ямарталла.",продажность
йохкархо.,продавщица
продавиться,сов. (вогнуться) чута1а; (сломаться) кагдала.
йохкархо.,продавец
доладалар.,прогулка
"прогул, балха цавар.",прогул
сов. разг. гов даккха.,прогрохотать
сов. къовкъа.,прогромыхать
прогрев,"м, прогревание с дохдар."
программахо.,программист
"несов., что программа х1отто.",программировать
с программа х1оттор.,программирование
"несов., прогореть сов. 1) (испортиться) дага; кастрюля прогорела - яй баьгна 2) (сгореть) дага, даьгна д1адала; дрова прогорели - дечиг дегира.",прогорать
прогонять,"2 сов., кого-что, разг. (гонять в течение какого-л. времени) лелхош лела, эккхийна лела."
2 м архит. дукъу.,прогон
сов. кхаж таса.,проголосовать
проговорить,сов. 1) что (произнести) ала 2) (провести время в разговорах) къамел дан.
сов. охьасатта.,прогнуться
"сов., что, разг. мерах лен, манкха лен.",прогнусавить
с прогноз яр.,прогнозирование
"несов., прогнить сов. дахкадала; (о древесине) мурдола; доски прогнили - аннаш мурдоьлла (или дахкаделла).",прогнивать
"сов., кого, уст. оьг1аздахийта.",прогневить
"сов., на кого-что, уст. оьг1аздаха.",прогневаться
"сов., кого, уст. оьг1аздахийта.",прогневать
"несов., проглотить сов., кого-что (сделать глоток) къурд бан; (съесть) д1акхалла; проглотить язык - мотт сецча санна 1ан; проглотить книгу- книшка ешна вала; проглотить оскорбление - сийсаздаккхарна къурд бан.",проглатывать
"сов., проглаживать несов., что д1ашардан.",прогладить
"1. (действие) чута1ар, охьата1ар 2. (прогнувшееся место) охьатаь1на (или чутаь1на) меттиг.",прогиб
сов. хьовзош (или ловзош) т1ехдала (или т1ехлелха).,прогарцевать
(поляна) хоти.,прогалина
сов. дакъадала.,провялиться
"сов., что дакъо.",провялить
"сов. прост, гучудала, аьшпаш гучубовла.",провраться
"сов. и несов., кого на что питана таса.",провоцировать
"сов., что бур-бур дан.",проворчать
"с каделла, т1ахъаьлла хилар.",проворство
"сов., кого-что, прост. ца лардала, т1ехдалийта.",проворонить
сов. разг. лечкъо.,провороваться
провокатор,"1) (тайный агент) провокатор, питанхо 2) (подстрекатель) питанхо."
с д1акхайкхор.,провозглашение
м. (сопровождающий) цхьаьнаваьлларг; (провожающий) новкъавоккхург.,провожатый
"2 м 1) (провожатый) хьалхавоккхург 2) ж.-д. проводник, кондуктор.",проводник
сов. олладала; (о балке) чута1а.,провиснуть
сов. ирхъоьллина латта.,провисеть
провинция,провинци.
провизор.,провизор
"юург, сурсаташ.",провизия
сов. ц1ог1а тоха.,провизжать
"с (бог) дела; (судьба) кхоллам, йоза.",провидение
с (предвидение) хиндерг гар (или хаар).,провидение
"уст. провиант, юург.",провиант
"сов., что махе даккха, ирадог1а.",провеять
проветриться,"сов. 1) х1о кхета, мох кхета 2) перен. разг. (развлечься) доладала."
проветрить,"сов , что х1о тоха (или кхетийта или даийта), мох тоха (или кхетийта)."
"с х1о тохар (или кхетийтар), мох тохар (или кхетийтар).",проветривание
провес,"1 м (недостаток в весе) т1еэшар, т1еоьшург."
"сов., что вентиляци ян, мох тоха.",провентилировать
"сов. разг. 1) кого-что (навестить) даха, хьажа даха, хьал-де хатта даха 2) что, о ком-чём (узнать) хаа.",проведать
провариться,сов. кхихкина дала.
"сов., что (довести до готовности) кхихкина далийта, кхехко.",проварить
проваляться,сов. разг. 1) (провести время лёжа) 1илла 2) (пролежать без внимания) 1илла.
"сов. даккха, хила, 1ан; я пробуду здесь месяц - со кхузахь баттахь 1ийр ву; он пробыл у нас недолго –и тхоьгахь дукха ца 1ийра.",пробыть
"сов , что, разг. бур-бур дан.",пробурчать
"сов., что буру чекхдаккха, буру тоха (при разведочном бурении).",пробурить
"сов., пробуравливать несов., что буру чекхдаккха.",пробуравить
пробудить,"сов., кого, перен. тж. что самадаккха."
"сов., пробороновать сов., что мекха баккха.",проборонить
"сов., что, разг. г1ам-г1им дан.",пробормотать
"1) разг. дов дар, бага леяр 2) (прополка) асар дар.",проборка
"2 сов. разг. (проговориться) гучудала, д1адийца.",проболтаться
1уьргдоккхург.,пробойник
1уьрг.,пробоина
проблематика.,проблематика
"несов., что 1) (определять количество металла) ц1еналла къасто 2) (ставить пробу) ц1еналла х1отто.",пробировать
с 1) ц1еналла къастор 2) ц1еналла х1оттор.,пробирование
пробирка.,пробирка
"сов., что и без доп. уьдуш (или ведда) лела; пробегать урок - уроках уьдуш лела.",пробегать
сов. басаца ала.,пробасить
"сов., что анализ ян, талла.",проанализировать
дог эр.,приязнь
"сов., кого т1еэца; (пустить на ночлег) чудита, буьйса яккхийта.",приютить
сов. б1аьргаш хьабо.,прищуриться
разг. б1аьрг хьаборг.,прищур
"сов., прищипывать несов., что, с.-х бухь д1аларга.",прищипнуть
с.-х. бухь д1аларгар.,прищипка
с.-х. т1едуг1ург.,прищепок
(для белья) м1ара.,прищепка
"сов., что т1едог1а.",прищепить
"сов., прищемлять несов., что юкъа1овда; прищемить палец дверьми - п1елг не1ар юкъа 1овда.",прищемить
пришивать,"несов., пришить сов. 1) что к чему (при шитье) т1етега 2) что к чему (приколотить) т1етоха 3) кого, прост. (убить) ден 4) что кому, перен. прост. (ложно приписать) т1едожо."
"с уст. (приход) схьадахкар, схьадар; (появление) кхолладалар.",пришествие
"сов., куда , разг. шутл. схьадан, г1аш схьакхача.",пришагать
"сов., кому дуьхьалъохьа, дуьхьалтаса.",причудиться
тамашелла.,причуда
причитание,с 1. (действие) тийжар 2. (обрядовая песня) тийжам.
"тийжархо, тийжарг.",причитальщица
"с т1еларар, т1етохар.",причисление
причёска,"1. (действие) ехк хьакхар 2. (уложенные волосы) тойина месаш, причёска; (завивка) хьийзийна месаш."
"союз цхьабакъ ду; цу т1е, цул сов, цул совнаха.",причём
сов. церк. кхета.,причаститься
"сов., кого церк. кхето.",причастить
2 с церк. кхетар.,причастие
"несов., причалить сов. 1) (пристать- о судах) йистедало 2) что (привязать) д1атаса.",причаливать
с йистедалор.,причаливание
"1. (действие) т1аьхьатасар 2. (крючок, петля) разг. т1аьхьатосург 3. перен. прост. (придирка) бахьана, д1атасадала х1ума.",прицепка
"сов., что 1) (соединить) т1аьхьатаса 2) (прикрепить, повесить) олла.",прицепить
"несов., прицелиться сов. 1алашо лаца, хьажо.",прицеливаться
духахьаралла.,прихоть
1) (каприз) духахьаралла 2) (причудливость) тамашийна хилар.,прихотливость
сени.,прихожая
"несов., что т1едаре д1аяздан.",приходовать
"однокр., что, разг. къурд бан.",прихлебнуть
разг. бран. ц1оганча.,прихвостень
сов. разг. цамгар кхета.,прихворнуть
"сов. разг. ц1уц1дала, либарзаддала.",прифрантиться
"сов. , к чему и с неопр. 1ама, дола.",приучиться
сов. д1атен.,приутихнуть
"несов., приурочить сов., что к чему хьажо.",приурочивать
"сов. разг. г1елдала, дог эша, пошме хила.",приуныть
сов. разг. д1атен.,приумолкнуть
"сов. алсамдала, деба.",приумножиться
"сов., что алсамдаккха, дебо.",приумножить
"сов., что жимдан, лаг1дан.",приуменьшить
"с жимдар, лаг1дар.",приуменьшение
"сов., приукрашивать несов., кого-что, разг. хаздан, доккха дан, т1етоха.",приукрасить
притянуться,"сов. , к чему т1еозадала."
сов. 1) (о ноже и т. п.) артдала 2) перен. талха.,притупиться
притупить,"сов. , что 1) (нож и т. п.) артдан 2) перен. талхо."
"прям. и перен. дог доккхуш хилар, дегазалла.",приторность
притормозить,"сов. , что и без доп. тормоз та1о."
сов. хьашадала.,притоптаться
"сов., что хьаша.",притоптать
однокр. ког тоха.,притопнуть
"сов. разг. к1аддала, г1елдала.",притомиться
"сов., кого, разг. к1аддан, г1елдан.",притомить
приткнуться,"сов., куда (примоститься) д1а1оттадала."
приткнуть,"сов., что (примостить) т1е1отта."
сов. д1атен; ребёнок притих - бер д1атийна.,притихнуть
"сов., кого-что, разг. юкъа1овша, юкъа1овда.",притиснуть
"сов., притеснять несов., кого-что г1ело ян.",притеснить
с г1ело яр.,притеснение
"несов., к чему т1ехьахадала.",притереться
"сов., что к нему т1ехьаха.",притереть
"с мекарло, моттарг1а.",притворство
притвориться,"1 сов. (закрыться) т1еозадала, т1етаттадала."
"сов., что т1еоза, т1етатта.",притворить
"сов., кого-что (к говорящему) схьатакхо; (от  говорящего) д1атакхо; (вверх) хьалатакхо; (вниз) охьатакхо; что тж. такхийна (или текхош) схьадан; кого тж. такхийна схьадало.",притащить
"сов., притачивать несов., что т1етега.",притачать
"сов. д1атаба, д1ахьулдала.",притаиться
даийтар.,присылка
"сов., кого эхь хетийта, юьхь яго.",пристыдить
т1ег1а.,приступок
пристройка,"1. (действие) т1едар 2. (то, что пристроено) т1единарг."
"сов. дола, шардала.",пристреляться
"сов., кого тоьхна ден, топ тоха.",пристрелить
(предвзятость) озабезамалла.,пристрастность
"сов., к чему марздала, т1едерза.",пристраститься
"с 1) (влечение) марздалар, т1ера хилар, т1едерзар 2) (предвзятое отношение) озабезам.",пристрастие
пристегнуть,"сов., что (прикрепить) т1едолла."
грам. дешхьалхе.,приставка
пристав,ист. пурстоп.
"с презр. тарончалла, д1атардала г1ертар.",приспособленчество
презр. г1оьнча.,приспешник
присоска,"ж, присосок м (у растений и животных) т1елетарг."
"сов., к кому-чему, разг. улло хаа, гергахила.",присоседиться
"сов., к чему т1елата.",присосаться
1. (действие) т1елатар 2. (приспособление) т1еузург.,присос
"сов. д1атен, д1асаца.",присмиреть
"несов., кому и без доп. ялхолла лело.",прислуживать
с охьалахдалар.,приседание
сов. кар1ама.,приручиться
с кара1амор.,приручение
с 1аламдовзар.,природоведение
"сов. (выровнять) д1анисдан, д1ашардан.",прировнять
"сов., кого к кому эмгаралла дан.",приревновать
"несов., прирасти сов. 1) к чему дендала; ветка приросла - га денделла 2) (увеличиться в количестве) т1екхета, т1екхиа ; точно к земле прирос - лаьттах д1атоьхча санна.",прирастать
с дендалар.,прирастание
"сов. т1едан, дистино хила.",припухнуть
припудрить,"сов., что пудра тоха."
"несов., припугнуть сов., кого, разг. кхеро, озадалийта.",припугивать
"сов., припрятывать несов., кого-что д1алачкъо, д1адилла.",припрятать
"чам бар, чамбийриг.",приправа
сов. дагадан.,припомниться
"несов., приползти сов. (о змее) текхаш дан; (добраться ползком—о человеке, собаке и т. п.) текхна даха (или кхача).",приползать
"сов., кого-что хьалаайдан, хьалата1о.",приподнять
приплюснуть,"сов. , приплющивать несов., что ч1апдан, веддан."
дохкана.,приплод
приплести,"сов. 1) что (вплести) т1едуца 2) кого-что, перен., разг. (впутать) юкъа1отта."
приплатить,"сов., приплачивать несов., что т1едала."
приплата,1. (действие) т1едалар 2. (сумма) т1еделларг.
т1еяздар.,приписка
"сов., припечатывать несов., что чем д1акъовла.",припечатать
"сов. прост. (прийти, приехать) схьакхача.",припереться
белхьам.,припарка
сов. хердала.,приоткрыться
"приоритет, хьалхе.",приоритет
сов. разг. кечдала.,приодеться
"с 1.(действие) 1) хилар 2) (покупка) карор, карадар 3) (усвоение) карадерзар, хилар 2. (то, что приобретено) карадеанарг.",приобретение
сов. дог иракарах1отта.,приободриться
"сов., принюхиваться несов., к кому-чему, разг. хьожа баккха.",принюхаться
"принципиальность, принцип хилар.",принципиальность
принцесса.,принцесса
принц.,принц
разг. ца ваьлла дайтар.,принудиловка
"с деанарг, совг1ат.",приношение
"сов. 1) кого (унизить) к1езиг хета 2) что (умалить) к1езиг дан, лахдан.",принизить
сов. разг. кечдала.,принарядиться
"сов., кого, разг. кечдан.",принарядить
"сов., что дато, хьакхо, хьарчо; (притоптать) хьаша.",примять
с х1ордан йист.,приморье
"несов., приморозить сов. 1) что к чему г1орийна т1елато 2) безл. (подморозить) г1оро, г1орадан; ночью приморозило - буьйсанна г1орийна.",примораживать
"гомхалла, лардамзалла.",примитивность
"сов., кого 1) с кем (помирить) машар бан, масла1ат дан, тадан, куьйгадахийта 2) с кем-чем (заставить свыкнуться) долийта, машар бан.",примирить
примиренчество,с тардалийтаралла.
машархо.,примиренец
с билгалдаккхар.,примечание
"сов., кого-что, разг. билгалдан, билгалдаккха.",приметить
"сов., что (пришить) т1етега.",приметать
примериться,сов. разг. (изловчиться) аьтто баккха.
"несов., примёрзнуть сов., к чему г1орийна т1елата, г1орийна д1алата.",примерзать
сов разг. дола.,примелькаться
"сов., примазываться несов., к кому-чему, разг. т1елата, д1аэн.",примазаться
прима-балерина.,прима-балерина
муз. прима.,прима
"сов. батта те кхача, батта т1е охьадосса.",прилуниться
с батта т1е кхачар.,прилунение
"несов., прилипнуть сов., 1) к чему - т1елата 2) к кому, перен. разг. (надоесть) т1аьхьадала.",прилипать
"сов. д1ата1а, аг1ордала; приляг, отдохни! - аг1орвалий сада1а!.",прилечь
"с т1ера хилар, т1едирзина хилар.",прилежание
"сов., прилаживать несов., что д1атадан.",приладить
"несов., прикупить сов , что и чего т1еэца.",прикупать
"сов., на кого т1ечовха, т1е мохь тоха.",прикрикнуть
прикрасы,мн.: рассказывать без прикрас - хаз а ца деш дийца.
прикрасить,"сов., что хаздан."
сов. разг. (вздремнуть) д1ата1а.,прикорнуть
прикорм,"м, прикормка ж 1. (действие) кхабар 2. (то, чем прикармливают) кхобуш яорг."
"сов., что и чего, разг. 1а1о, гулдан.",прикопить
"сов., что д1а1отта.",прикопать
прикончить,"сов. разг. 1) что (израсходовать до конца) дайа, кхачо 2) кого (умертвить) д1адаккха."
д1атосург; суда на приколе - хикеманаш д1атийсина ду.,прикол
"сов , приковывать несов., кого-что 1) (цепью) д1атоха 2) перен. лаца; болезнь приковала его к постели - цамгаро лаьцна иза.",приковать
"сов., приклёпывать несов., что к1уж боккхуш т1етоха, к1уж-хьостамца т1етоха.",приклепать
т1елатор.,приклейка
"сов., что т1елато.",приклеить
приклад,"1) (ружья) бух, хен; 2) (в портновском деле) чутухург."
"сов. схьахахкадала, схьакарча.",прикатиться
уст. буьйранхо.,приказчик
"с буьйр, омра.",приказание
"с карор, карадар.",приискание
арме кхойкхург.,призывник
призыв,1.(действие) кхайкхам 2. собир. (призванные на военную службу и т. п.) т1екхайкхар 3. (просьба) кхайкхам 4. (лозунг) кхайкхам.
"сов., кого, уст. хьажа, дола дан.",призреть
"с уст. хьажар, дола дар.",призрение
"б1арлаг1а, г1аларт.",призрак
билгало.,признак
призма.,призма
совг1атхо.,призёр
"с 1) (склонность, способность) пох1ма, т1ера хилар 2) (предназначение) хьаьхна хилар.",призвание
сов. ойланашка дала (или дожа).,призадуматься
прижиться,сов. 1) (о человеке) д1атардала 2) (о растениях) дендала.
"с да гор, човхор.",прижигание
прижечь,"сов., что даго, човхо."
сов. чам бала.,приесться
"разг. доладаьккхинарг, доладаьккхина бер.",приёмыш
с лингв. эшарпхенаш.,придыхание
"сов., кого, разг. садукъа, садуькъна ден, хорам бан.",придушить
"сов., придумывать несов., что дагадан; придумай что сказать - ала х1ума дагалаца; я больше ничего не могу придумать - суна кхин х1умма а ца дог1у дага.",придумать
сов. 1) к кому-чему (незаслуженно упрекнуть) 1иттарш ян 2) к чему (найти повод) бехказло лаха.,придраться
1) (добавление) т1етохар 2) анат. ахкаргаш.,придаток
"с там, придани.",приданое
"сов. , что бете дахьа.",пригубить
"сов , кому дуьхьалтаса.",пригрезиться
"несов., пригреть сов. 1) кого-что (согреть) дохдан; солнце пригрело землю - маьлхо латта дохдина 2) кого, перен. разг. (приютить) кхаба; пригреть ребёнка - бер кхаба.",пригревать
гу.,пригорок
г1алин йист.,пригород
"сов. дага (о пироге, хлебе); кхагардола (о каше, молоке).",пригореть
"сов., кого, разг. хьаста.",приголубить
"мегаш хилар, магар.",пригодность
"сов. охьасатта, охьата1а (чаще о человеке).",пригнуться
"сов., кого-что охьасатто, охьата1о.",пригнуть
с кхайкхар; (к себе) тж. схьакхайкхар; (куда-л.) тж. д1акхайкхар.,приглашение
схьаийна хилар.,привязанность
"несов., привыкнуть сов., к кому-чему и с неопр. дола; он привык к ней - и цунах воьлла.",привыкать
"несов., привстать сов. хьалаайадала.",привставать
"сов., что и без доп., разг. аьшпех хьакхо.",приврать
с 1) (простор) парг1ато 2) (свобода) парг1ато.,приволье
"с.-х. привой, т1едоьг1нарг.",привой
с хи т1е хаар.,приводнение
2 м тех. хьовзорг.,привод
1 м (действие) схьадалор.,привод
кхин чам.,привкус
привиться,сов. 1) мед. дарба хила 2) с.-х. дендала 3) перен. (войти в привычку) 1ама.
"сов., привинчивать несов., что т1екъовла, т1ехьовзо.",привинтить
с г1аларт.,привидение
"т1екералла, т1екере хилар.",приветливость
с.-х. т1екхетар.,привес
чему аг1ончалла.,приверженность
1) (остановка) сацар 2) (место) садо1ийла.,привал
"сов., разг. д1алистадала.",прибраться
"сов., к кому-чему гергадан, т1едаха.",приблизиться
"сов., кого-что к кому-чему гергадало, т1едига.",приблизить
нареч. герггарчу хьесапехь.,приблизительно
сов. т1екхета.,прибавиться
при,"1. глагольная приставка обозначающая: 1) достижение цели движения схьа : пригнать - схьадало; прибыть - схьакхача; привезти - схьадало, схьадан 2) доведение действия до результата, передаётся лексически, напр.: приготовить - кечдан; приручить - кара1амо; прикончить - д1адаккха 3) сближение юххе , т1е , д1а : привалить - т1етатта; приставить - юххе х1отто; притронуться - д1ахьакхадала 4) скрепление, соединение т1е : приклеить - т1елато; примёрзнуть - г1орийна т1елата; присохнуть - дакъаделла т1елата 5) сжатие, уплотнениедействием т1е : прижать - т1ета1о 6) действие, направленное к себе т1е : притянуть - т1еоза; приманить –т1ехьовха 7) добавление, дополнение т1е : приписать - т1еяздан; прибавить - т1етоха 8) неполноту действия т1е , д1а : прикрыть - т1еоза; приоткрыть – хердан 9) ограниченность действия г1ехьа : приспустить - охьадахийта; приутихнуть - д1атен 10) распространение действия на все предметы дерриг: прирезать скот -доллу даьхний дайа 11) сопутствующее действие, передаётся лексически; напр.: приговаривать- хабар а дуьицуш дан; припевать - йиш а лоькхуш дан 2. приставка существительных и прилагательных улле, йист: прибрежье -хин йист; приволжский - Волги йистера."
