noxchi,russian
"алсамдала, деба.",приумножиться
"что алсамдаккха, дебо.",приумножить
"что жимдан, лаг1дан.",приуменьшить
"с жимдар, лаг1дар.",приуменьшение
"приукрашивать, кого-что,  хаздан, доккха дан, т1етоха.",приукрасить
притянуться,", к чему т1еозадала."
хьашадала,притоптаться
что хьаша.,притоптать
однокр. ког тоха,притопнуть
"к1аддала, г1елдала.",притомиться
"кого,  к1аддан, г1елдан.",притомить
"кого-что,  юкъа1овша, юкъа1овда.",притиснуть
"притеснять, кого-что г1ело ян.",притеснить
г1ело яр,притеснение
к чему т1ехьахадала.,притереться
что к нему т1ехьаха.,притереть
"с мекарло, моттарг1а.",притворство
"что т1еоза, т1етатта.",притворить
"притачивать, что т1етега.",притачать
"д1атаба, д1ахьулдала.",притаиться
даийтар,присылка
"кого эхь хетийта, юьхь яго.",пристыдить
т1ег1а,приступок
"дола, шардала.",пристреляться
"кого тоьхна ден, топ тоха.",пристрелить
"к чему марздала, т1едерза.",пристраститься
дешхьалхе,приставка
пристав,пурстоп.
"с презр. тарончалла, д1атардала г1ертар.",приспособленчество
презр. г1оьнча,приспешник
"к кому-чему,  улло хаа, гергахила.",присоседиться
к чему т1елата.,присосаться
"д1атен, д1асаца.",присмиреть
охьалахдалар,приседание
кар1ама,приручиться
кара1амор,приручение
1аламдовзар,природоведение
кого к кому эмгаралла дан.,приревновать
дендалар,прирастание
"т1едан, дистино хила.",припухнуть
припудрить,что пудра тоха.
"припрятывать, кого-что д1алачкъо, д1адилла.",припрятать
"чам бар, чамбийриг.",приправа
дагадан,припомниться
"кого-что хьалаайдан, хьалата1о.",приподнять
приплюснуть,", приплющивать, что ч1апдан, веддан."
дохкана,приплод
приплатить,"приплачивать, что т1едала."
т1еяздар,приписка
"припечатывать, что чем д1акъовла.",припечатать
белхьам,припарка
хердала,приоткрыться
"приоритет, хьалхе.",приоритет
кечдала,приодеться
дог иракарах1отта,приободриться
"принюхиваться, к кому-чему,  хьожа баккха.",принюхаться
"принципиальность, принцип хилар.",принципиальность
принцесса,принцесса
принц,принц
ца ваьлла дайтар,принудиловка
"с деанарг, совг1ат.",приношение
кечдала,принарядиться
"кого,  кечдан.",принарядить
х1ордан йист,приморье
"гомхалла, лардамзалла.",примитивность
примиренчество,с тардалийтаралла.
машархо,примиренец
билгалдаккхар,примечание
"кого-что,  билгалдан, билгалдаккха.",приметить
сов  дола,примелькаться
"примазываться, к кому-чему,  т1елата, д1аэн.",примазаться
прима-балерина,прима-балерина
прима,прима
"на кого т1ечовха, т1е мохь тоха.",прикрикнуть
прикрасы,мн.: рассказывать без прикрас - хаз а ца деш дийца.
прикрасить,что хаздан.
"что и чего,  1а1о, гулдан.",прикопить
что д1а1отта.,прикопать
"приклёпывать, что к1уж боккхуш т1етоха, к1уж-хьостамца т1етоха.",приклепать
т1елатор,приклейка
что т1елато.,приклеить
"схьахахкадала, схьакарча.",прикатиться
уст. буьйранхо,приказчик
"с буьйр, омра.",приказание
"с карор, карадар.",приискание
арме кхойкхург,призывник
"кого, уст. хьажа, дола дан.",призреть
"хьажар, дола дар.",призрение
"б1арлаг1а, г1аларт.",призрак
билгало,признак
призма,призма
совг1атхо,призёр
"с да гор, човхор.",прижигание
прижечь,"что даго, човхо."
чам бала,приесться
"доладаьккхинарг, доладаьккхина бер.",приёмыш
эшарпхенаш,придыхание
"кого,  садукъа, садуькъна ден, хорам бан.",придушить
"с там, придани.",приданое
", что бете дахьа.",пригубить
гу,пригорок
г1алин йист,пригород
"кого,  хьаста.",приголубить
"мегаш хилар, магар.",пригодность
"кого-что охьасатто, охьата1о.",пригнуть
схьаийна хилар,привязанность
привстать хьалаайадала.,привставать
"привой, т1едоьг1нарг.",привой
хи т1е хаар,приводнение
кхин чам,привкус
"привинчивать, что т1екъовла, т1ехьовзо.",привинтить
г1аларт,привидение
"т1екералла, т1екере хилар.",приветливость
т1екхетар,привес
чему аг1ончалла,приверженность
д1алистадала.,прибраться
"к кому-чему гергадан, т1едаха.",приблизиться
"кого-что к кому-чему гергадало, т1едига.",приблизить
герггарчу хьесапехь,приблизительно
т1екхета,прибавиться
т1ехкхиар,преуспевание
"что жимдан, лахдан, к1езиг дан.",преуменьшить
"с жимдар, лахдар.",преуменьшение
зулам дар,преступность
пресс-центр,пресс-центр
пресс-г1уллакх,пресс-служба
нескл. пресс-папье,пресс-папье
пресс-конференци,пресс-конференция
"пресса, зорба.",пресса
"д1адала, саца, д1а ца даха.",пресечься
геогр. прери,прерия
"саца, юкъахдала.",прерваться
"кому-чему новкъарло ян, хьовзам бан, новкъаг1ерта.",препятствовать
дуьхьаллер,препирательство
"что тола, толам баккха.",преодолеть
"с толар, толам баккхар.",преодоление
преобразовательница,женск. к преобразователь 1.
хийцадала,преобразиться
премьер-министр,премьер-министр.
премьера,премьера
"с совг1ат дар, совг1ат далар.",премирование
долор,прелюдия
"физ. д1адерза, д1асаозадалар.",преломиться
"что физ. д1адерзо, д1асаозо.",преломить
"кому дуьхьало ян, дуьхьалдала.",прекословить
"с ларар, сий дар.",преклонение
прейскурант,прейскурант.
жоьжахати,преисподняя
президиум,президиум.
президент,президент
кар-кара далар,преемственность
т1аьхьало хилар,предусмотрительность
тамалла,предупредительность
дегалерг,предсердие
председатель,председатель
хьуьнаралла,предприимчивость
пхьарс,предплечье
"предписывать, что кому-чему т1едожо, т1едилла.",предписать
лардар,предостережение
"предопределять, что билгалдаккха.",предопределить
билгалдаккхар,предопределение
х1у,предок
"что кхолла, дог1а, яздан.",предначертать
предначертание,"с кхоллам, йоза, доьг1нарг."
хьажийна хилар,предназначение
ламанан к1ажа,предгорье
"что хиндерг хаа, синхаам хила.",предвидеть
хиндерг хаар,предвидение
озабезам,предвзятость
преамбула,преамбула
нана-мотт,праязык
бедаршйиттархо,прачка
"прачечни, бедаршюьттийла.",прачечная
прапорщик,прапорщик.
"что карадерзо, практика ян.",практиковать
практик,практик
"мукъа леларг, ваьлла леларг.",праздношатающийся
празднество,с даздар.
дов хаттар,правосудие
керста дин,православие
нийса яздар,правописание
"с юр. бакъо талхор, бакъо йохор.",правонарушение
правительство,с правительство.
геогр. асанаш хилар,поясность
поясница,хоттарш.
"что кхето, кхетадан.",пояснить
цундела,поэтому
"илланча, поэтесса.",поэтесса
"илланча, поэт.",поэт
поэма,поэма
поэзи,поэзия
кого гилгаш даха.,пощекотать
"бегаш бан, забарш ян.",пошутить
г1овг1а яккха,пошуметь
пошлятина,х1ордакха х1ума.
х1ордакхалла,пошлость
пошив,"м, пошивка ж спец. тегар."
"однокр. меттахъхьен, меттахдала.",пошевельнуться
"что, чем меттахъхьедан, меттахдаха.",пошевеливать
ка хьакха,пошарить
"вон лела, харцхьа лела.",пошалить
почтамт,почтамт.
почтальон,почтальон
почиститься,ц1андала.
по-чеченски,нохчашха.
к1амдала.,почёсываться
к1амдала,почесаться
что к1амдан.,почесать
1арждала,почернеть
хат1,почерк
"цхьанна-м, цхьа х1ума долуш, цхьана х1уманна.",почему-то
по-человечески,по-человечьи адамашха.
латталелор,почвоведение
воха,похуже
"аздала, вочудала.",похудеть
"хьар, хьайна хилар.",похоть
"тадала, дика хила.",похорошеть
по-хозяйски,т1аламе.
"с хилларг, динарг.",похождение
болар,походка
"о ком-чём, за кого деха, дехар дан.",походатайствовать
доьша,похлёбка
"что, чего,  мала.",похлебать
"кем-чем,  дозалла дан.",похвастаться
"хестор, хестадалар, дозалла.",похвальба
"кого-что,  хесто.",похваливать
по-французски,французашха.
"кого 1амо, хьеха.",поучать
д1аэха.,поуходить
"нареч,  1уьйренца.",поутру
"в чём шардала, 1ама.",поупражняться
хьекъал дан,поумнеть
"пхьор даа, пхьор дан.",поужинать
ударникашха,по-ударному
лахдала.,поубавиться
"что и чего,  лахдан.",поубавить
"кхола, баддала.",потускнеть
туркошха,по-турецки
"что, чем дего.",потряхивать
кого-что чоко схьаяккха.,потрошить
кого-что куьг тоха.,потрогать
"эт1а, лелха.",потрескаться
тишдала,потрепаться
"шардала, 1ама.",потренираваться
"что дайа, хьаште хьажор.",потреблять
хьаштхойн коопераци,потребкооперация
хьаштхо,потребитель
"дайа, дан.",потратиться
"дайар, х1аллакдар, дера диллар.",потрава
сихдала,поторопиться
кого сихдан.,поторопить
где  хьийза.,потоптаться
кого-что хьаша.,потоптать
стамдала,потолстеть
что ата.,потолочь
"с кем, о чём,  хабар дийца, къамел дан.",потолковать
"ичмик, талба.",потник
потихоньку, меллаша.
"самукъадаккха, самукъадала, сакъера.",потешиться
"кого самукъадаккха, белам баккха.",потешить
гатдала,потесниться
кого-что гатдан.,потеснить
хьакхадала,потереться
что хьакхо.,потереть
йохъяла,потеплеть
кому-чему харцо магийта.,потворствовать
харцо магийтар,потворство
по-татарски,г1езалошха.
"потаскушка ж прост. презр. нахаца леларг, кхахьпа.",потаскуха
"хелхадала, хелхар дан.",потанцевать
"кому, в чём, чему,  магийта, х1умма а ца ала.",потакать
хьадалча,посыльный
екъачухула,посуху
"прост. дош далар, т1елацар.",посул
пхьег1аш,посуда
кого-чего и с неопр. эхь хета.,постыдиться
постфактум,постфактум
хат1,поступь
постскриптум,постскриптум
постромка,постромка
"харцхьарниг, харцхьара бер, харцхьа леларг, аьрханиг.",пострел
уст. петархо,постоялец
"д1асахила, д1ахила, нацкъархила.",посторониться
что дитта.,постирать
"кого-что лардан, ха дан.",постеречь
"деш дар, хуьлуш хилар.",постепенность
по-стариковски,баккхийчарха.
къандала,постареть
постановщики,"театр. х1оттийнарг, х1отторхо."
постановить сацам бан.,постанавливать
бух,постамент
"кого с кем эг1о, дов даккха.",поссорить
"юккъера хилар, юкъанаккъаралла.",посредственность
"с юкъарло, юкъалелар.",посредничество
"посрамлять, кого-что сийсаздаккха, сий дайа.",посрамить
1аса,посох
по-соседски,лулахошха.
что ц1убдан.,пососать
посол,1 м векал.
"кому-чему в чём г1о дан, накъосталла дан.",посодействовать
по-советски,советан 1едалха.
пособничество,с г1оьналла.
ж1аьлешха,по-собачьи
"что туьй тоха, туьй хьакха.",послюнявить
ладог1ар,послушание
дерзор,послесловие
дешт1аьхье,послелог
послезавтрашний,ламалера
"за кем-чем тергалдан, хьажа.",последить
уза,послед
"с кехат, дахьийтар.",послание
"с мела хилар, к1еда хилар.",послабление
шарша,поскользнуться
эхар,посещаемость
макхдала,посереть
поселенка,женск. к поселенец.
къеждала,поседеть
по-свински, хьакхиха.
к кому еха.,посвататься
"къепелла, бакъхьаралла.",порядочность
поршень,поршень.
"порци, барам.",порция
юкъара хилар,поручительство
"оьрсийн, оьрсашха.",по-русски
"кого-что  лен, барт бетта, дов дан.",поругать
хьакхар,порубка
когахъхьарчорг,портянка
портьера,портьера
портфель,портфель.
"портупея, доьхка.",портупея
портсигар,портсигар
портрет,"портрет, сурт."
портниха,"ж, портной м тегархо."
"херси, хуьрсик.",поросёнок
поролон,поролон
сирла-ц1ен хила,порозоветь
кхоллам,порождение
кем-чем гергара хила.,породниться
", кого-что с кем-чем гергара хилийта, гергара дан.",породнить
"дастамалла, маьттазалла.",порнография
перед кем-чем гайта г1ерта.,порисоваться
хада,порезаться
нилхадала,поредеть
хьалхо,пораньше
чов хила,пораниться
тайп-тайпана,по-разному
"цецдала, инзардала.",поразиться
пораженчество,с полит. пораженчество.
полит. пораженец,пораженец
кого-что хазахетийта.,порадовать
"с ялхо вар, лай дар.",порабощение
"ялхонча, 1азапча.",поработитель
"юхаг1орта, юхадала.",попятиться
попутчица,женск. к попутчик 1.
"с дуьхьало цаяр, хецна дитар.",попустительство
нескл. попурри,попурри
д1акхайкхорхо,популяризатор
пудра хьакха,попудриться
кхеро,попугать
тоти,попугай
олхазаршха,по-птичьи
саг1адоьхург,попрошайка
кхоллар,попона
"дарста, тодала.",пополнеть
малар,попойка
"т1аьхьо, кхано.",попозже
"д1аг1орта, д1атекха.",поплестись
делха,поплакать
т1ус,поплавок
"борг1алха, н1аьнеха.",по-петушиному
поперхнуться,сих даха.
попенять,"кому, на кого-что,  1иттарш ян, бехкедан."
партехь ма-догг1ура,по-партийному
шишша,попарно
мозг1аран зуда,попадья
охьадеттадала,попадать
"рогг1ана, рог1ехь.",поочерёдно
по-отцовски,"дайшха, дайша санна."
по-отечески,дас санна.
"гуьйренха, гуьйренна санна.",по-осеннему
цхьацца,поодиночке
"делкъана х1ума яа, делкъе ян.",пообедать
"кого,  сихдан, лелла.",понукать
понтон,понтон
чуьйна,понос
"арсаш деттар, арсаш 1иттар.",поножовщина
керлачу кепара,по-новому
что никель дилла.,поникелировать
"дог дат1а, карзахдала.",понервничать
зовкх хьега,понежиться
"ца луъушехь, лаамаза, ца ваьллачу денна, хилаза а ца даьлла.",поневоле
"баккъалла а, ма-дарра.",по-настоящему
"1азап хьега, хьовзадала.",помучиться
"кого 1азап хьегийта, хьийзо.",помучить
кхола,помрачнеть
хьат1 тоха,помочиться
ч1ачкъа,поморщиться
къондала,помолодеть
"ж, уст. ехар.",помолвка
"нехаш кхуьйсийла, диларш д1акхуьйсийла.",помойка
помногу, дукха-дукха.
"х1ор минотехь, мин-минотехь.",поминутно
геч дар,помилование
помидор,помидор.
"с эг1ор, талхар, хьерадалар.",помешательство
", что билгалдан.",пометить
"с латта, мохк.",поместье
", что т1едуха, г1ехьа юй хьажа.",померить
помело,с горгам.
по-матерински,ненаха.
"кого-что массаж ян, куьг хьакха.",помассировать
", кого т1едеха, т1екхайкха.",поманить
помаленьку, жим-т1амма.
помазок,щётка.
полярник,полюсхо.
поляна,ирзу.
к1унзал бала,полысеть
сагал-буц,полынь
забаршха,полушутя
йоца кетар,полушубок
ахшал,полушерсть
ахдари,полушёлк
полуторка,полуторка
"муз, жив. ахтон.",полутон
ж.-д. станци,полустанок
г1ехьа серло,полусвет
ахг1ум-аре,полупустыня
охьалахвалар,полуприседание
ахподвал,полуподвал
нескл. йоца пальто,полупальто
ахг1айре,полуостров
беттаса,полумесяц
ахбарам,полумера
д1атаь1на,полулёжа
колл,полукустарник
х1уийнарг,полукровка
полуколонна,стр. ахколонна.
ахколони,полуколония
спорт. полузащитник,полузащитник
собир. спорт. полузащита,полузащита
полуавтомат,полуавтомат
ахъэзар,полтысячи
ахсом,полтинник
полсотни,ахб1е.
ахпорци,полпорции
пхьег1ашъюьлург,полоскательница
хи дестар,половодье
у,половица
ц1енкъатосург,половик
кегаш,полова
нескл. ахго,пол-оборота
бутт бузар,полнолуние
полметра,ахметр.
ахлитр,пол-литра
баьчча,полководец
полици,полиция
презр. полицай,полицай
политэкономи,политэкономия
политдешар,политучёба
"политура, лак.",политура
политурхалла,политуправление
"политкуьйгалхо, политрук.",политрук
политбелхахо,политработник
политсерло,политпросвещение
политдакъа,политотдел
политкружок,политкружок
политхаам,политинформация
политикан,презр. политикан.
политик,политик.
политехникум,политехникум
политграмота,политграмота
полис,полис
поликлиника,поликлиника
"спорт. ахловзар, ахбал.",пол-игры
полиграфи,полиграфия
воен. полигон,полигон
полиглот,полиглот
полигами,полигамия
мн.. поливитаминаш,поливитамины
ахдахар,полжизни
"кого-что дарбанаш дан, дерзо.",полечить
к1еззиг лела,полетать
хьун-хоте,полесье
доьттина дечиг,поленница
мало ян,полениться
полеводство,с латталелор.
латталелорхо,полевод
полдня,ахде.
"ахб1ешо, ахьъоьмар.",полвека
"кого-что катоха, лаца.",покусать
цигаьрка оза,покурить
кого-что эца.,покупать
горгдала,покруглеть
что дара.,покроить
кого-что критика ян.,покритиковать
"на кого,  мохь бетта, ц1ог1а хьекха.",покрикивать
шега хьежа,покрасоваться
"муьт1ахьалла, муьт1ахь хилар.",покорность
кому-чему карадаха.,покориться
карадерзийнарг,покоритель
"с карадерзор, муьт1ахь дар.",покорение
го баккха,поколесить
елларг,покойница
велларг,покойник
кому-чему текъа.,поклоняться
текъар,поклонение
мохь,поклажа
покачнуться,"ласта, тахка."
"охьане, лег1е, та1е.",покатость
"кого-что лардан, ха дан.",покараулить
кого-что та1зар дан.,покарать
тог1и,пойма
итальянашха,по-итальянски
по-испански,испанхойшха.
"кхечу кепара, кхечу тайпана.",по-иному
по-ингушски,г1алг1ашха.
"над кем-чем хьовзо, бала бахьа.",поиздеваться
сир,позумент
позолотить,что дашо хи дилла.
дарц,позёмка
сендала,позеленеть
"тодала, могуш хила.",поздороветь
букъсурт,позвоночник
"что даккха, юхалург эца.",позаимствовать
стомара,позавчера
кому-чему хьага.,позавидовать
самукъадаккха,позабавиться
кого самукъадаккха.,позабавить
"кого,  барт тоха.",пожурить
"кого-что, прост. дажа.",пожрать
что даго.,пожечь
маждала,пожелтеть
ц1е яйар,пожаротушение
ц1еяйархо,пожарник
ц1е яьлла меттиг,пожарище
хьалаойург,подъёмник
тех подшипник,подшипник
до,подшёрсток
прост. ц1енна,подчистую
кому-чему муьт1ахь хила.,подчиниться
"юкъ-юкъа, наг-наггахь.",подчас
хьеставалар,подхалимство
хьесталург,подхалим
дико 1ама,подучиться
эрчадала,подурнеть
"подсыпать, что и чего т1атаса, т1едохка.",подсыпать
г1апт1оьрмиг,подсумок
гоч,подстрочник
т1ехьехар,подстрекательство
кого спорт. т1иэхьах1отта.,подстраховать
мат. х1оттор,подстановка
стакачух1отторг,подстаканник
лайн зезаг,подснежник
что хьажа.,подсмотреть
за кем хьежа.,подсматривать
"подслушивать, кого-что ладог1а.",подслушать
что хьакха ц1андан,подскоблить
"кого,  к1елхийша.",подсиживать
к1елхаар,подсиживание
талба,подседельник
подсвечник,ч1урамх1отторг.
т1елацамхо,подрядчик
подрядить,кого на что или с неопр.  - лаца.
подрывник,эккхийтархо.
по-дружески,доттаг1аллица.
кхечу аг1ор,по-другому
"наб ян, наб озаяйта.",подремать
"кого хичаш ян, дог эт1о.",подразнить
"подразделять, кого-что дакъош дан, декъа.",подразделить
"подправлять, что нисдан, тодан.",подправить
доьхка дехка,подпоясаться
подпочва,шолг1а латта.
подполковник,подполковник
ц1енкъин к1ело,подпол
"кого,  мало.",подпоить
жима 1у,подпасок
что к1ел1отта.,подоткнуть
подотдел,отделан дакъа.
на кого-что дог эт1о.,подосадовать
динберг,подорожник
даздала,подорожать
к1елд1ашхе,подоплёка
коран у,подоконник
шурайоккхург,подойник
шекьхилар,подозрительность
"т1ехила, т1етаттадала.",пододвинуться
подогреться,"малдала, дохдала."
"тех. малдийриг, дохдийриг.",подогреватель
"тех. малдар, дохдар.",подогрев
поднос,хедар.
"подновлять, что ц1индан, карладаккха.",подновить
стигал,поднебесье
"на кого-что, прост. т1ета1а.",поднажать
хьацархудург,подмышник
"подмокнуть т1ундала, даша, т1адо.",подмокать
что нуй хьакха.,подмести
пхьар-г1оьнча,подмастерье
голаг1орторг,подлокотник
бакъ хилар,подлинность
мотхьоькхург,подлиза
"кого-что, разг дарба лело.",подлечить
сийдоцург,подлец
коьллаш,подлесок
подлежащи,подлежащее
эцар,подкуп
"подкручивать, что т1ехьовзо.",подкрутить
басар хьакха,подкраситься
подкова,лан.
латор,подклейка
д1акхоьссина бер,подкидыш
подивиться,"чему, на кого тамаша бан."
"с тоьла, лаьттан бухе.",подземелье
корталг,подзаголовок
"ц1е йиллар, ц1е тасар.",поджог
дерза дола,поджить
кхарзадала,поджариться
что кхарза.,поджарить
по-детски,берашха.
за кого-что латта.,подержаться
де лору болх,подёнщина
денхо,подёнщик
поддувало,с мохтухийла.
латтор,поддержание
подгруппа,подгруппа
лам - к1ажа,подгорье
г1овла,подголовник
"чем хьарчо, ехка.",подвязаться
подворотня,кевнан к1ело.
-х. бух,подвой
хибухархо,подводник
"ворда, г1удалкх.",подвода
т1ахъаьлла хилар,подвижность
биол. тайпа,подвид
таттадала,подвигаться
кого-что хьалаолла.,подвесить
"подбочениться  хаьнт1е куьйгаш а х1иттийна, нисвала.",подбочениваться
подберёзовик,подберёзовик
саг1а,подаяние
"д1анехьо, гено.",подальше
1 м кхерч,под
кого-что х1аллакдан.,погубить
кирадуттург,погрузчик
хьаллакдархо,погромщик
"вохор, х1аллакдар.",погром
екарг,погремушка
д1адоллар,погребение
пограничник,дозанхо.
сихдала,погорячиться
"ваьгнарг, ц1е яьлларг.",погорелец
г1ай1г1а ян,погоревать
"гамдала, сатта.",погнуться
1овдалдала,поглупеть
"вала, х1аллакьхила.",погибнуть
"массанхьа а, массо а меттехь.",повсюду
г1аттамхо,повстанец
г1ам-г1им дан,поворчать
"т1ахъаьлла хилар, каде хилар.",поворотливость
ворда,повозка
повозить,", кого-что лело."
"т1емалошха, б1ахошха.",по-военному
"в чём,  къарвала, къера хила.",повиниться
повидло,с повидло.
кем эг1а.,повздорить
ирхъоллар,повешение
повесть,повесть
"с дийцар, хабар.",повествование
сов ирхъолладала,повеситься
"б1аьстенха, б1аьста санна.",по-весеннему
"сакъера, самукъадаккха.",повеселиться
"кого-что сакъерадалийта, самукъадаккха.",повеселить
"сакъерадала, самукъадала.",повеселеть
повеса, кхерстарг.
хьийза,повертеться
"что, чем хьийзо.",повертеть
кем мах бан.,повенчаться
кого с кем мах бан.,повенчать
кому с неопр. омра дан.,повелеть
лелар,поведение
чами,поварёшка
"кхачанхо, кхачанча.",повар
1илла,поваляться
побуреть,бора хила.
екарг,побрякушка
д1аг1ерта,побрести
чем дегаза хета.,побрезгать
по-братски,вежаршха.
побратимство,с дуй биъна доттаг1алла.
"кого-что дов дан, барт бетта, лен.",побранить
большевикашха,по-большевистски
т1ом,побоище
дуй баа,побожиться
"герго, гергахьо.",поблизости
саг1адоьхург,побирушка
"лардала, реже 1алашдала.",поберечься
белорусашха,по-белорусски
ида,побегать
"кого-чего или с неопр,  кхоьруш хила.",побаиваться
по-арабски,1арбашха.
по-английски,ингалсашха.
- оьрсашха,по-русски
пнуть,кого-что мийра тоха.
пневматика,пневматика
хутал-буц,плющ
булка,плюшка
бархат,плюш
охьаваржа,плюхнуться
охьаваржа,плюхнуть
хьарамча,плутовка
"хьарам стаг, хьарамча.",плут
гота,плуг
дечиг-пхьар,плотник
"сунт, вал, ч1инг.",плотина
плот,бурам.
пломбир,пломбир
стоьмашлелор,плодоводство
плов,"пилу, реже чилу."
что плиссе ян.,плиссировать
ч1у,плинтус
плеяда,плеяда
"ж, плешь ж чер.",плешина
шед,плётка
з1ар-керт,плетень
матар,плесень
пленум,пленум
плед,кортали.
плеврит,плеврит
анат пардо,плевра
"туй, шет.",плевок
туйтоссург,плевательница
плебисцит,полит. плебисцит.
"плебей, лай.",плебей
четар,плащ-палатка
ц1а,плацента
плацдарм,"воен. плацдарм, майда."
плац,плац.
плафон,плафон
нескл. геогр. акъари,плато
к1айн деши,платина
пластинка,пластинка.
пластилин,пластилин
пластика,пластика
планшет,планшет
плантатор,плантатор
плановик,планхо.
биол. планктон,планктон
п1ендаг1,планка
план х1оттор,планирование
планетарий,планетари.
"дуьне, планета.",планета
планеризм,планеризм
ч1е1а,плакса
плакат,плакат
биол. плазма,плазма
плагиатор,плагиатор
плагиат,плагиат.
ц1убдар,пиявка
т1еда къамкъарг,пищевод
кхача ахьар,пищеварение
зоол. питон,питон
кехаташкхоьхьург,письмоносец
йоза,письменность
пистон,пистон
тапча,пистолет
"однокр. ч1а1а, ц1овза.",пискнуть
йозанча,писарь
писака,яздарча.
той,пирушка
чуда,пирожок
пирожни,пирожное
пирамида,пирамида.
пипетка,пипетка
ц1ен лерг,пион
"морзах, пинцет.",пинцет
мийра,пинок
зоол. пингвин,пингвин
"кого-что,  мийра 1итта.",пинать
херхъхьокхург,пильщик
пилотка,пилотка
пилот,"пилот, кеманхо."
херх,пила
кем 1иттарш ян.,пикироваться
"что, д1а1итта, д1а1уьттуш д1адог1а.",пикировать
"с ав. чухахкар, 1ункархахкар.",пикирование
пижама,пижама
пиджак,пиджак
пигментаци,пигментация
пигмент,пигмент
"буйдолг, пигмей.",пигмей
йийдаккхархо,пивовар
йий,пиво
хьех,пещера
пешеход,г1ашло.
пешаш йийриг,печник
печени,печенье
до1ах,печень
печатник,зорбанча.
мух1ар,печатка
зорба тохар,печатание
"кого г1айг1ане дожо, г1елдан.",печалить
полигр. петит,петит
"г1амаран буьртиг, г1амарг.",песчинка
г1ум,песчаник
къорзалла,пестрота
окхлу,пест
женск. к пессимист,пессимистка
"пессимизм, ойла йожар.",пессимизм
уст. илли,песнь
пескарь,пескарь
пхьу,пёс
чич,перхоть
перфолента,перфолента
мух1ар,перстень
персонаж,лит. персонаж.
перрон,перрон
перламутр,перламутр.
перифери,периферия
перископ,перископ
собир. периодика,периодика
астр. перигей,перигей
геогр. лаг,перешеек
бурчъюхкург,перечница
кого х1илла дан.,перехитрить
"кого-что,  т1еххасто.",перехвалить
"х1отта, г1ора кхачо.",переутомиться
"кого-что х1отто, г1ора кхачо.",переутомить
ч1ог1а г1орта,переусердствовать
урамалг,переулок
ойла карча,переубедиться
"кхерадала, кхераделла са д1адаха.",перетрусить
хийцаделла д1ах1оттар,перестроение
кхийсарш яр,перестрелка
что юха страховка ян.,перестраховать
леррина лела,перестараться
ношдала,переспеть
"пересказывать, что схьадийца.",пересказать
"йохийнарг, мух1ажар.",переселенка
хан т1ехтилларг,переросток
регистраци юхаяйта,перерегистрироваться
кого-что регистраци юхаян.,перерегистрировать
хада,перерваться
далар,перерастание
кхерадала,перепугаться
кого кхеро.,перепугать
"совдалар, сов дар.",перепроизводство
юхадохкар,перепродажа
что хьажа.,перепробовать
дахкадала,перепреть
перепортить,кого-что талхо.
доха,переполошиться
переполошить,"кого-что,  дохо."
"план хийцар, план юхах1оттор.",перепланировка
"что план хийца, план юхах1отто.",перепланировать
нана-лекъ,перепёлка
лекъ,перепел
бехдала,перепачкаться
"и, кого юхахьажийта.",переосвидетельствовать
юхахьажийтар,переосвидетельствование
"с бедар хийцар, кхин бедар юхар.",переодевание
кхин мача юхар,переобувание
г1ирс хийцар,переоборудование
что ахьа.,перемолоть
"меттахдала, кхечухьа дала.",переместиться
кегдала,переломаться
"с муз, лит. дерзор.",переложение
кого схьалеца.,переловить
харцхьадаккхар,перелицовка
нилха хьун,перелесок
"и, кого говзалла хийца.",переквалифицировать
перекатить,что д1акарчо.
кондар,перекати-поле
что юхаарахеца.,переиздать
юхахаржар,переизбрание
перезнакомиться,довза.
"бухадиснарг, бухадисна 1адат.",пережиток
кого садукъийна дайа.,передушить
лата,передраться
сада1а,передохнуть
дала,передохнуть
передовица,ж.  см передовая 1.
передоверить,"передоверять, что кому-чему кхечух тешна дита, кхечуьнга дала."
сени,передняя
хьалхауллург,передник
передатчик,передатчик
"ога, юкъ.",перегородка
хим. чекхдаккхар,перегонка
"с кем дистхила, къамел дан.",переговариваться
хьена латта,перегной
переглянуться вовшийн б1аьрхьажа.,переглядываться
дагар,перегар
кого-что юхахаржа.,перевыбрать
кхечу амате верзар,перевоплощение
герз хийца,перевооружиться
герз хийцар,перевооружение
"карзахдала, доьхна хьовза.",переволноваться
", через что охьакхозадала, охьадаздала.",перевеситься
бага леяр,перебранка
т1ехдала,переборщить
чем цомгуш хила.,переболеть
дуьхьарг,первотёлка
дуьххьара бер дар,первородство
юьхь йиллинарг,первооткрыватель
юьхьанцара бух,первооснова
Хьалхара май,Первомай
хьалхара хьаст,первоисточник
спорт. дуьххьара хьалаваьлларг,первовосходитель
дуьххьара хьалавалар,первовосхождение
чимтосург,пепельница
пенька,к1омал-тай.
пенопласт,пенопласт
аьлха,пемза
пеликан,зоол. пеликан.
пеленгаци,пеленгация
пеленгатор,пеленгатор
пеленг,пеленг
кого-что кжкъехьарчо.,пеленать
